page,url,issued,modified,title,body,caption
3e996916-c6ce-4ed0-b28d-b79d187616c6,http://g1.globo.com/sp/bauru-marilia/noticia/2019/04/04/festa-de-aniversario-de-90-anos-de-marilia-atrai-milhares-de-pessoas.ghtml,2019-04-04 15:58:01+00:00,2019-04-04 18:15:05+00:00,Festa de aniversário de 90 anos de Marília atrai milhares de pessoas,"Foram distribuídos pedaços de bolos para quem foi prestigiar o aniversário. 
Ana Levorato/TV TEM
Para comemorar as nove décadas de existência de Marília, a Prefeitura trouxe uma  programação do aniversário que começou na manhã desta quinta-feira (4) e atraiu milhares de pessoas.  Principalmente, famílias, que fizeram questão de prestigiar o aniversário da cidade. (Veja vídeo)
O evento começou às 8h com hasteamento das bandeiras, no Paço Municipal, com presença de autoridades e da Banda Marcial Cidade de Marília, que executou o Hino Nacional e o Hino à Marília.
Os marilienses estiveram desde o início da manhã desta quinta-feira (4) na festa de aniversário de Marília. 
Ana Levorato/TV TEM
Além de desfile cívico que abriu as comemorações, foram distribuídos pedaços de bolo e refrigerante.O apresentador Evandro Cini esteve ao vivo na festa para apresentar a primeira edição do Tem Notícias.  De lá, foram exibidas reportagens especiais para mostrar a importância de Marília para todo o desenvolvimento regional. Além das peculiaridades da cidade e seus moradores. 
A festa começou cedo, mas ainda dá tempo de participar, pois tem atrações até a noite com a tradicional Japan Fest.Para a alegria dos moradores de Marília, além desta quinta-feira (4), a festa será prolongada. A  programação especial de aniversário será realizada até o final do mês de abril. 
Milhares de pessoas foram prestigiar os 90 anos de Marília nesta quinta-feira (4). 
Ana Levorato/TV TEM
Crianças se divertem no aniversário de 90 anos de Marília
Ana Levorato/TV TEM
Veja mais notícias da região no G1 Bauru e Marília
Confira as atrações comemorativas ao aniversário de Marília","Programação de aniversário trouxe desfile cívico, distribuição de pedaços de bolo e várias atrações gratuitas. Eventos comemorativos seguem até o final de abril. "
ec418bdf-0d6f-497d-bf76-e63c9d423f2e,http://g1.globo.com/sp/bauru-marilia/noticia/2020/01/06/mae-de-menina-com-sindrome-rara-faz-campanha-para-tratamento-nos-eua-lutamos-para-ela-viver.ghtml,2020-01-06 10:21:51+00:00,2020-01-06 14:03:30+00:00,Mãe faz campanha por tratamento nos EUA para bebê com músculos fracos: 'Luta para viver',"Valentina foi diagnosticada com um doença genética rara em Marília 
TV TEM / Reprodução 
A mãe de uma menina de 1 ano e 7 meses que foi diagnosticada com uma síndrome degenerativa rara e faz com que a criança tenha expectativa de vida até os 3 anos está fazendo uma campanha nas redes sociais para custear um tratamento nos Estados Unidos. 
De acordo com a moradora de Marília (SP), a pequena Valentina nasceu saudável, mas aos sete meses começou a apresentar os sintomas. A confirmação de que algo estava errado veio com 10 meses. 
“Eu falava que ela estava virando uma criança triste, e foi quando eu comecei a ir atrás dos médicos. Daí uma médica falou que provavelmente seria genético e que ela estava virando uma criança hipotônica”, lembra a mãe Denise Alves Guidi. 
Depois de muitos exames, inclusive genéticos e que custaram R$ 6 mil, Valentina foi diagnosticada com a doença de Krabbe que, entre os sintomas, a criança perde a força e a capacidade de sustentar a cabeça. 
Mãe de menina com doença degenerativa rara faz campanha por tratamento nos EUA
Segundo os especialista, Krabbe é uma síndrome degenerativa causada pelo acúmulo de uma toxina em parte dos neurônios, no cérebro. O mapeamento dos genes indicou que os pais da Valentina são portadores de um tipo de alteração genética que causou a doença. 
A síndrome é rara - afeta um em cada 100 mil nascidos. Geralmente, é descoberta antes do primeiro ano de vida, mas avança rapidamente. Além da regressão no desenvolvimento, a criança tem espasmos e convulsões. A expectativa de vida é de apenas 3 anos.  
“Muitos médicos desistem até pelo fato de ser uma doença rara, dizem que tudo que eu fizer por ela não vai dar resultado, falam pra ir pra casa tentar dar qualidade de vida, dizem que ela não chega aos dois anos e a gente está na luta”, ressalta a mãe da menina. 
Mãe faz campanha nas redes sociais e em Marília para conseguir pagar o tratamento nos EUA 
TV TEM / Reprodução 
Luta
A partir de uma indicação, a mãe chegou até uma equipe de médicos de Ribeirão Preto que pesquisa doenças raras. 
Eles ajudaram no contato com  um hospital em Pittsburgh nos Estados Unidos que pesquisa terapias para doença de Krabbe e a Valentina foi aceita como paciente de um tratamento experimental. 
“Teria uma chance para ela lá devido à idade que ela se encontra. Daí a gente começou a fazer a correria, preencher todos os questionários deles, todos os exames que pediram para fazer a gente e já fez.”
Menina de 1 ano e 7 meses faz fisioterapia todos os dias em Marília 
TV TEM / Reprodução 
Denise é policial e pediu licença do trabalho. Amigos formaram uma corrente voluntária do bem para que a menina consiga ir para os EUA. 
Eventos como bingos, rifas, e doações em dinheiro, além da mobilização da Polícia Militar vem sendo realizados e já são quase 400 mil seguidores nas redes sociais. 
Além das passagens, alimentação, estadia, exames e as sessões de fisioterapia, a família precisa apresentar uma reserva de cerca de R$ 50 mil em dinheiro, como uma espécie de garantia. 
Mãe de menina com doença degenerativa rara faz campanha por tratamento nos EUA
Valentina viajou para São Paulo no último sábado (4) e, na terça-feira (7) seguirá com a mãe para Pittsburgh, nos Estados Unidos. Apesar disso, a família ainda não conseguiu todo o dinheiro do tratamento. 
“A minha luta é por ela. Não é a luta dela só andar, só falar. Eu estou indo na luta para ela mesmo viver. O resto a gente corre atrás, eu quero ela viva.”
Eventos, venda de camiseta e doações podem ajudar a Valentina a fazer o tratamento nos EUA
TV TEM / Reprodução 
Veja mais notícias da região no G1 Bauru e Marília. ",Valentina de 1 ano e 7 meses começou a apresentar fraqueza muscular e foi diagnosticada com síndrome de Krabbe. Menina mora em Marília (SP) e foi selecionada para pesquisa de hospital de Pittsburgh; médicos afirmam que expectativa de vida dela é de apenas 3 anos. 
cf5847fa-8d42-4c1d-aecd-e36e287c8cbf,http://g1.globo.com/sp/bauru-marilia/noticia/criminosos-roubam-malote-de-r-200-mil-de-supermercado-em-marilia-veja-o-video.ghtml,2017-05-01 19:25:12+00:00,2017-05-01 23:06:32+00:00,Criminosos roubam malote de R$ 200 mil de supermercado em Marília; veja o vídeo ,"Criminosos roubam malote de R$ 200 mil de supermercado em Marília
Dois criminosos roubaram um malote de um supermercado em Marília (SP) na manhã desta segunda-feira (1º). Na fuga, eles abandonaram e queimaram o veículo que usaram no crime. Imagens do circuito de segurança da tesouraria da empresa registraram a ação da dupla. 
Nas imagens é possível ver quando um dos criminosos armado com uma faca entrou na sala com dois funcionários e os ameaçava o tempo todo. Ele recolhe o dinheiro que está em uma gaveta e também em malotes. O ladrão coloca tudo numa sacola e depois sai da sala, sempre mantendo os funcionários sob ameaça. (Veja o vídeo acima). 
De acordo com as informações da polícia, os ladrões teriam levado cerca de R$ 200 mil. O carro usado por eles foi encontrado queimado perto do Cemitério da Saudade. Ninguém foi preso. O homem que vendeu o carro aos suspeitos prestou depoimento à polícia e foi liberado em seguida.
Câmeras registraram a ação do criminoso na sala da tesouraria do supermercado em Marília
Reprodução/ TV TEM ",Imagens do circuito de segurança registraram a ação na sala de tesouraria da empresa. 
a926e134-2693-4a55-bceb-a687cab069d5,http://g1.globo.com/rn/rio-grande-do-norte/noticia/2021/07/30/confira-a-previsao-do-tempo-no-rio-grande-do-norte-para-o-fim-de-semana-31-de-julho-e-1o-de-agosto.ghtml,2021-07-30 20:22:48+00:00,2021-07-30 20:22:48+00:00,"Confira a previsão do tempo no Rio Grande do Norte para o fim de semana, 31 de julho e 1º de agosto","Tempo em Natal deve ficar nublado durante parte do fim de smeana
Leonardo Erys/G1
A previsão do tempo aponta períodos de chuvas em algumas cidades do estado e temperaturas abaixo de 20°C em algumas serras.
Confira a previsão do tempo em Natal
Na capital Natal e nas praias de São Miguel do Gostoso, no litoral Norte, e Pipa, no litoral Sul, a previsão é de pancadas de chuvas à noite no sábado (31) e chuva rápida durante o dia e a noite no domingo (1°). 
A mínima chega a 22°C no sábado (31) e a máxima é de 29°C em todo o fim de semana.
Mossoró
Em Mossoró, na Região Oeste, a mínima é de 22°C nos dois dias e a máxima chega a 36° no sábado (30). A previsão do tempo aponta sol com algumas nuvens e sem chuvas no município. 
Caicó
Em Caicó, na Região Seridó, há previsão de chuva no domingo (1°). A mínima é de 22°C durante todo o fim de semana e a máxima chega a 35°C no sábado (31).
Martins
Na serra de Martins, não há previsão de chuva no fim de semana e a mínima chega a 18°C nos dois dias. A máxima atinge 31°C no sábado.
Jaçanã
No município de Jaçanã, a mínima vai chegar a 17°C no fim de semana, com máxima de 30°C no sábado. A previsão é de chuva no domingo.
Tenente Laurentino Cruz
Em Tenente Laurentino Cruz, a mínima atinge 16°C nos dois dias. A máxima chega a 29°C no sábado e tem previsão de chuva para o domingo. 
Guamaré
No município de Guamaré não há previsão de chuva. A mínima é de 22°C nos dois dias e a máxima de 36°C no sábado. 
Nova Cruz
Em Nova Cruz, a previsão é de pancadas de chuva no sábado à noite e chuva rápida durante o dia e a noite no domingo. A mínima é de 22°C e a máxima chega a 29°C.
São Rafael 
Em São Rafael, a previsão é de domingo nublado com chuva a qualquer hora. A mínima é de 23°C durante todo o fim de semana e chega a 36°C no sábado. 
As informações meteorológicas são fornecidas pelo Climatempo.
Veja os vídeos mais assistidos do G1 RN",Noite de sábado em Natal deve ser de chuva e algumas cidades do estado tem previsão de temperaturas abaixo de 20°C.
1643121a-813d-4db9-97e3-54ba145c0af4,http://g1.globo.com/rn/rio-grande-do-norte/noticia/2022/04/26/usuarios-reclamam-da-falta-de-onibus-em-nova-parnamirim-na-grande-natal.ghtml,2022-04-26 23:00:20+00:00,2022-04-26 23:10:14+00:00,"Usuários reclamam da falta de ônibus em Nova Parnamirim, na Grande Natal","Usuários reclamam da falta de ônibus em Nova Parnamirim, na Grande Natal
Reprodução
Os passageiros que precisam pegar ônibus na Avenida Abel Cabral, em Nova Parnamirim, estão sofrendo. Com a redução das viagens diárias, o tempo de espera nas paradas chega a mais de duas horas. 
É difícil saber a hora que os ônibus passam por uma das mais movimentadas avenidas da Grande Natal.  ""Aqui na Abel Cabral, para você pegar ônibus, você tem que sofrer bastante. Porque é uma, duas, três horas para a gente pegar um ônibus aqui"", conta a dona de casa Elisângela Tavares.
Nem mesmo no grupo de troca de mensagens que tem mais de 200 participantes é possível ficar bem informado sobre o horário das duas linhas intermunicipais que vão para o bairro do Alecrim e Centro da capital.
Quando o ônibus não passa de jeito nenhum, a saída é fazer uma caminhada longa até a BR-101 ou até outra avenida mais próxima, em que passe outra linha de ônibus.
Quem precisa do transporte público sofre e reclama sem muita esperança. ""É um sofrimento enorme. Você tem que se arriscar, ir lá para a BR-101, em uma parada esquisita"", conta a servidora pública Marluce Silva. ""À noite, só tem ônibus até 19h. Depois de 19h, ou você tem carro ou então vá a pé"", lamentou Elisângela Tavares.
O prejuízo financeiro tem sido a justificativa dada pelas empresas de ônibus intermunicipais que operam na Avenida Abel Cabral para a frota reduzida. Segundo o Departamento de Estradas de Rodagens (DER), que faz a gestão do serviço, a situação na avenida já vem sendo debatida com o Ministério Público e com as empresas. O DER, porém, disse não ter conhecimento de que a espera estava tão longa. 
""Foram apresentados quadros de horários novos, com algumas reduções de horários por questão de demanda. E no último aumento de combustível que houve, eles tiveram que fazer uma logística nova para não haver a parada da linha totalmente. Eles estão diminuindo alguns horários para poder manter as linhas em funcionamento"", comentou Rômulo Lins, diretor de transporte do DER. 
""O DER está acompanhando. Vou pedir novamente para uma equipe ir lá, sábado e domingo, para ver se os horários apresentados são realmente suficientes, ou se precisará de mais alguns"", completou.
Para aumentar o número de viagens, as empresas intermunicipais que operam no estado vêm cobrando uma ajuda de custo por parte do governo. Atualmente, as que operam na região metropolitana têm a isenção de pagamento do ICMS sobre o combustível. Segundo o DER, a solicitação das empresas está sendo estudada.
Enquanto não tem solução, haja tempo para ficar nas paradas de ônibus. ""Quem depende do ônibus sofre. Vem a chuva e não vem o ônibus"", desabafa a técnica em enfermagem Maria do Livramento.
Vídeos mais assistidos do g1 RN",Espera na Avenida Abel Cabral chega a ser de duas horas em dias da semana. Empresas de ônibus intermunicipais se justificam com prejuízo financeiro.
a8ec028a-12aa-4b5c-b28b-b2629b899b68,http://g1.globo.com/pop-arte/games/noticia/2020/08/19/nintendo-anuncia-lancamento-oficial-do-switch-no-brasil.ghtml,2020-08-19 15:20:57+00:00,2020-08-19 22:26:24+00:00,Nintendo Switch vai ser lançado oficialmente no Brasil,"Nitendo Switch
Divulgação
Depois de cinco anos sem vender videogames no Brasil, a Nintendo anunciou, nesta quarta (19), o lançamento oficial do Switch no país.
Lançado em 2017 nos Estados Unidos, ele ainda não tem data para ser vendido no Brasil. A empresa também não anunciou o valor do console.
Initial plugin text
A Nintendo parou de vender consoles e jogos no Brasil em 2015, mas voltou a comercializar apenas os jogos por meio de uma loja virtual.
Em 2019, a empresa voltou para a Brasil Game Show, feira dedicada ao mercado de games, após anos de ausência. Em entrevista ao G1, Pilar Pueblita, relações públicas da companhia na América Latina, informou que a empresa preparava uma expansão de seus negócios no país.
O Switch é um videogame híbrido que pode ser usado ligado à TV ou em uma versão portátil e sem fios. A unidade principal do console é um display sensível ao toque de 6,2 polegadas, resolução de 1.280 x 720 pixels e memória interna de 32 GB, que pode ser expandida com cartões microSDHC.
Semana Pop #99: 'Fall Guys' faz sucesso com gincanas no estilo 'Olimpíadas do Faustão'","Empresa disse que console chega 'breve ao país', mas não estabeleceu data ou valor. "
2f26e0ab-7f9b-488f-b64c-f4dcf44dc381,http://g1.globo.com/ap/amapa/noticia/2021/09/03/canoa-com-mais-de-20-pessoas-naufraga-na-costa-da-guiana-francesa-um-corpo-foi-resgatado.ghtml,2021-09-03 15:16:48+00:00,2021-09-03 19:33:15+00:00,Canoa com mais de 20 pessoas naufraga na costa da Guiana Francesa; um corpo foi resgatado,"Uma canoa que, segundo relatos de sobreviventes, saiu do Amapá com mais de 20 pessoas numa viagem clandestina naufragou no Oceano Atlântico, já na costa da Guiana Francesa. As forças armadas realizaram buscas aéreas e marítimas durante dois dias, mas o prefeito da região determinou a suspensão dos trabalhos na quarta-feira (1º).
Familiares ainda buscam por brasileiros que teriam sumido nessa viagem ilegal. Ao G1, a Polícia Federal (PF) declarou que recebeu informações sobre o naufrágio, mas não se posicionou oficialmente sobre o desaparecimento do grupo.
Em comunicado, a prefeitura da região da Guiana Francesa detalhou que a operação de resgate no mar foi iniciada depois que uma embarcação encontrou uma mulher agarrada em uma boia. Ela estava no canal de acesso ao porto de Kourou e contou, segundo a nota, que estava à deriva depois que a canoa em que ela estava naufragou no sábado (28), por volta das 23h.
Ainda conforme a autoridade francesa, a sobrevivente afirmou que na embarcação estavam 24 pessoas, sendo 17 homens. Todos teriam saído de Oiapoque, no Amapá, em direção à Caiena e Kourou.
Foram destinadas à região um helicóptero e embarcações especializadas ""para procurar possíveis náufragos em uma ampla faixa costeira de Caiena a Sinnamary"", cidades que ficam distantes 100 quilômetros uma da outra.
As buscas foram feitas por dois dias, na terça (31) e na quarta-feira, e foram resgatadas 4 pessoas com vida, em diferentes pontos do mar, e um corpo ainda sem identificação.
O Ministério Público de Caiena decidiu abrir um inquérito policial judicial, confiado à Brigada Marítima de Caiena. 
Veja o plantão de últimas notícias do G1 Amapá
ASSISTA abaixo o que foi destaque no AP:
Pesquisadores do curso de fisioterapia da Universidade Federal do Amapá (Unifap) estudam uma nova linha de tratamento pararParkinson. Voluntários que participam da pesquisa relataram que já sentiram melhoras após o acompanhamento. ",Autoridades francesas suspenderam as buscas realizadas durante dois dias. Famílias buscam por brasileiros que teriam sumido após viagem ilegal.
999e8713-1e65-4d88-b237-81cf12a6dd04,http://g1.globo.com/sp/sao-jose-do-rio-preto-aracatuba/noticia/2020/04/16/em-isolamento-social-idosa-de-81-anos-ganha-parabens-da-sacada-totalmente-surpresa.ghtml,2020-04-16 10:25:49+00:00,2020-04-16 12:31:17+00:00,"Em isolamento social, idosa de 81 anos ganha 'parabéns' da sacada: 'Totalmente surpresa'","Família faz homenagem para idosa em quarentena em Olímpia
No dia em que completou 81 anos, a aposentada Aparecida Covello pensou que festejaria o primeiro aniversário longe dos familiares por causa do isolamento social. Contudo, a idosa não imaginava que eles se reuniriam na frente do prédio onde mora com o marido, em Olímpia (SP), para cantar ""parabéns"" à distância.
“Foi muito legal. Eles fizeram uma grande surpresa. Eu continuei quietinha na minha casa”, afirma Aparecida, que está seguindo à risca as recomendações da Organização Mundial da Saúde (OMS) para ficar em isolamento devido à pandemia do novo coronavírus, causador da Covid-19.
A aposentada faz parte do grupo de risco da doença por ser idosa. Em entrevista ao G1, uma das seis filhas da aposentada, a comerciante Silvana Covello, diz que a mãe sempre gostou muito de festas. Portanto, a família não poderia deixar a data passar em branco e resolveu fazer a surpresa na noite de segunda-feira (13).
Família canta parabéns para idosa em isolamento em Olímpia
Arquivo Pessoal 
Segurando bexigas com gás hélio, netos, filhos, filhas, genros e bisneta se reuniram na frente do prédio da aniversariante e cantaram parabéns respeitando a distância determinada pelas autoridades da saúde e utilizando máscaras. Um vídeo enviado ao G1 mostra como foi a surpresa (veja acima). 
“Ela ficou muito feliz. O pessoal ficou todo conectado com ela. Os dois [Aparecida e o marido] estão em quarentena há dias, e resolvemos fazer para dar uma animada. Eles estão acostumados a receber visitas”, diz Silvana.
A aposentada, que também recebeu chamadas de vídeos e mensagens pelo WhatsApp, acompanhou a surpresa da sacada do apartamento dela, localizado no nono andar do prédio. 
“Foi muito boa [a surpresa]. Já que não conseguimos ficar todos juntos, eles acharam um meio para comemorar. Eu não sabia de nada, foi totalmente surpresa. Esse foi o primeiro aniversário que passei longe da família, mas será o último, se Deus quiser"", diz Aparecida. 
Família fez homenagem à idosa em Olímpia 
Arquivo Pessoal 
Aparecida com o marido durante chamada de vídeo em Olímpia 
Arquivo Pessoal 
Initial plugin text
Veja mais notícias em G1 Rio Preto e Araçatuba ","Aparecida Covello viu a homenagem do nono andar do prédio, em Olímpia (SP)."
02ed222c-be71-4e53-9184-c117157e76ab,http://g1.globo.com/sp/bauru-marilia/noticia/2022/04/05/camara-de-pardinho-vota-afastamento-de-vereador-suspeito-de-ofender-jornalista-com-comentario-machista.ghtml,2022-04-05 20:03:07+00:00,2022-04-07 10:11:46+00:00,Câmara de Pardinho vota afastamento de vereador suspeito de ofender jornalista com comentário machista; áudio,"Jornalista denuncia vereador de Pardinho por assédio durante sessão de CEI
A Câmara de Vereadores de Pardinho (SP) vota nesta quarta-feira (6) se aceita uma denúncia por quebra de decoro protocolada nesta terça-feira (5) contra o vereador Célio de Barros, o Celião (PSDB), por conta de uma suposta injúria cometida contra uma jornalista no município.
Segundo a denúncia feita pela própria jornalista, Celião, que também é presidente da Comissão Especial de Inquérito (CEI) aberta para investigar outro vereador envolvido em uma denúncia de desvio de verba pública, teria criticado a jornalista durante uma sessão da CEI e emitido um comentário de tom machista e ofensivo.
Vereador Célio de Barros (PSDB) durante sessão na Câmara de Pardinho; aprovação de afastamento precisa de maioria simples
Reprodução/Câmara de Pardinho
Em áudio entregue junto com a denúncia e que já circula nas redes sociais da cidade, o vereador teria dito o seguinte durante os trabalhos da CEI: ""quando eu estava de prefeito, ela [jornalista] só faltava dar pra mim"". Procurado pelo g1, o vereador Célio de Barros não se manifestou até a publicação desta matéria.
LEIA MAIS
Polícia e vereadores investigam compras suspeitas feitas pela Prefeitura de Pardinho
Primeira-dama e vereadores aparecem em áudios no caso das notas frias de Pardinho
Na sessão desta quarta-feira, os vereadores votarão se aceitam a denúncia e, em caso positivo, votam novamente pelo afastamento do parlamentar alvo da suposta quebra de decoro. Em ambos os casos, a aprovação se dará por maioria simples, ou seja, o voto de cinco dos nove vereadores.
Se o afastamento for aprovado, o suplente – Rodrigo Costa (PSDB) – já assume a vaga do vereador, tanto como parlamentar como presidente da CEI. 
Na sequência, por sorteio, são definidos os integrantes de uma Comissão Processante (CP) que vai investigar a denúncia.
Se ao final das investigações o relatório da CP indicar a cassação do vereador suspeito, a aprovação do pedido precisará contar com maioria qualificada, ou seja, o voto favorável de seis dos nove vereadores.
VÍDEOS: assista às reportagens da região
 
Veja mais notícias da região no g1 Bauru e Marília",Denúncia por quebra de decoro foi protocolada pela vítima junto com áudio em que Célio de Barros (PSBD) teria feito o comentário ofensivo durante os trabalhos da CEI que ele preside.
823e3567-79c7-4982-ae15-d3c0081d76eb,http://g1.globo.com/sp/santos-regiao/noticia/2021/08/19/dupla-e-presa-em-flagrante-por-suspeita-de-vender-drogas-em-peruibe-sp.ghtml,2021-08-19 15:47:10+00:00,2021-08-19 15:47:10+00:00,"Dupla é presa em flagrante por suspeita de vender drogas em Peruíbe, SP","Drogas e dinheiro foram encontrados dentro de sacola com dupla 
Divulgação/Polícia Civil
Dois homens, de 20 e 32 anos, foram presos em flagrante nesta quarta-feira (18) por suspeita de tráfico de drogas em Peruíbe, no litoral de São Paulo. Com eles, foram encontradas porções de maconha, pedras de crack e dinheiro do comércio dos entorpecentes.
Policiais da Delegacia de Investigações Sobre Entorpecentes (Dise) de Itanhaém realizavam diligências pela Rua Araraquara, no bairro Caraguava, em Peruíbe, para coibir o comércio de drogas naquela região, quando avistaram a dupla. Os suspeitos entraram em uma viela que dá acesso à Rua Sorocaba carregando uma sacola plástica.
No entanto, ao notarem a presença da equipe, os homens tentaram fugir, deixando a sacola para trás, mas acabaram detidos pelos policiais. Dentro da sacola, as autoridades encontraram 60 pedras de crack (16 gramas), 18 saquinhos de skunk (14 gramas) e 30 porções de maconha (44 gramas), assim como R$ 89 em dinheiro.
Os policiais deram voz de prisão aos suspeitos, que foram encaminhados à Delegacia Sede de Peruíbe para o registro da ocorrência. As drogas foram apreendidas, e a dupla ficou à disposição da Justiça.
VÍDEOS: As notícias mais vistas do G1","Com suspeitos, foram encontradas porções de maconha, pedras de crack e dinheiro do comércio dos entorpecentes."
