userId,userType,historySize,history,timestampHistory,numberOfClicksHistory,timeOnPageHistory,scrollPercentageHistory,pageVisitsCountHistory,timestampHistory_new
ec65ee9de1871ceeabac399e30c21325bb574d61f0768caea74937534b375df3,Non-Logged,2,"4c5fd46e-bf42-40f0-8521-985de3ccb2f9, e4f418d7-343e-4b4c-8b26-fd8da39ddc89","1657203288441, 1658714434571","0, 0","27322, 10603","10.1, 5.53","1, 1","1657203288441, 1658714434571"
50ed15c761d9d7fa04117331d29dc3e7e2f507178ad7dcd6807027e7236319e8,Non-Logged,2,"0225110d-bdca-4c94-9535-6759a60bec66, 40ac8d91-3998-476d-bbcd-615f3419a1f5","1656816044970, 1656868385703","0, 2","7921, 207655","27.91, 78.71","1, 1","1656816044970, 1656868385703"
de5e7c9bd1b03b6519fcf23a73a579a9210c4755f786e08121b4067c84541f45,Logged,2,"5288cfad-7ab0-4a71-99a0-6e6c9d27a908, da54ae79-f0db-4716-8d65-9c89a65859cf","1658423027464, 1659667354858","0, 2","10000, 60000","8.62, 59.98","1, 1","1658423027464, 1659667354858"
7c1fdb6e90bd5aac706fcd34db671efdf081044e2fe0b4bf27e27de85929a16e,Non-Logged,2,"1403b8a6-b905-475a-b589-45f765ebf488, 367e650c-4514-4629-8f4e-70f920c31b54","1657631204165, 1659282681429","0, 0","70000, 110000","46.81, 51.26","1, 1","1657631204165, 1659282681429"
f9ee1073626b24b88459090228519c716c47a2e8458e9fa5b3121e7710cd5bfb,Non-Logged,2,"4700f517-5c5d-483c-81b7-d77aca04991c, 45a4ed6e-4f6e-4fd4-8997-864b3a68c85c","1658510983454, 1658511132847","19, 14","90000, 50000","56.13, 57.22","1, 1","1658510983454, 1658511132847"
505af60daa90d47612279a815c3bf7d4d9607c5ca0a59c0238c2c56e5967c0d1,Non-Logged,2,"c04debea-57c4-48fd-a1a9-468814c648ce, a69cd0dc-568c-4ab9-9305-52482c695f69","1660150897208, 1660151552952","5, 0","66497, 70818","9.41, 100.0","1, 1","1660150897208, 1660151552952"
ed987dafa691c6b28676f83b908cd04a57a2e01d58e89f1973d47e5925fdeb20,Non-Logged,2,"7ecc367a-5494-40e0-9716-fee51a4aa828, 51547baa-2b2d-40f0-899b-cc596df65f2e","1657961242489, 1657961306766","14, 19","40000, 60000","52.01, 77.16","1, 1","1657961242489, 1657961306766"
d3fa0f66161e7844185d0135dd28143b7ba8b5a6e6c903434275b19f4ab6a872,Non-Logged,2,"a3822fa1-2536-4751-a06f-6c0160cebb7a, fa816a9e-7251-4c45-aa95-252a3f1cea63","1660106763462, 1660308359497","1, 0","35544, 76924","11.41, 63.96","1, 1","1660106763462, 1660308359497"
d13654265c80cbebd463d34a5931af0e947f0aa6a2f6ecfa3fb29663f60b6de3,Non-Logged,2,"331e9697-e660-475c-9635-0225715d5ecd, 9a5fe0e3-0635-4321-9e6f-5907ca31d776","1657701191876, 1657701217688","0, 0","34646, 13292","9.25, 20.1","1, 1","1657701191876, 1657701217688"
2538ca1dbb524a262dcf00ddb4697455eaff4b27beaf9b844f279f8eac6715f3,Non-Logged,2,"bd6ea548-daaa-4d07-a9fb-6612e5511540, e74e0036-c32d-4602-bc2f-0b462fafdf35","1656814623855, 1657252760756","23, 43","43684, 124563","77.26, 55.78","1, 1","1656814623855, 1657252760756"
