userId,userType,historySize,history,timestampHistory,numberOfClicksHistory,timeOnPageHistory,scrollPercentageHistory,pageVisitsCountHistory,timestampHistory_new
10818f7412e3fd588e09e47e5a6c77aa3b1478d01b5978949c02b33ed8ebff24,Logged,1,fe85a299-1f0e-4263-a8f4-6ff13788dfa1,1658257896929,1,49458,32.68,2,1658257896929
6fdee240405477794a07edbc6202b05a603b25ba4bfeb3fd22a1920afe1ee014,Non-Logged,1,a6b04526-b35c-4dbe-8012-bc1a0041b2f6,1657163784892,5,200000,42.72,2,1657163784892
f34d439aa6e271182f6ccbbef503761b03bd90caf94c383f4e67f581d8637290,Non-Logged,1,9f13752b-7ae9-4be6-9de5-1f09f7d54a27,1657736847370,88,220967,87.98,2,1657736847370
b07c18286bac37f648c318d62d0ac64c5611c5406d04d1598dd864d32889b898,Non-Logged,1,018ceb99-3cde-44b8-8e81-94d22fcca06a,1657209850463,0,16540,34.57,2,1657209850463
e10427ae2e0068e594f15a4a768188403c40f4eb20e1f96febba38c18a875ad7,Non-Logged,1,9ac66005-92b6-47ec-a64c-a41db1235f4a,1657556869463,3,20000,10.98,2,1657556869463
e60a41e6ff7a685aaca5235e22abab1e5e7c2ea9e2f84c2b964db3e8c95b75f7,Logged,1,c16a696c-1d70-4fc9-87c2-daae8fe74367,1660009414349,6,127176,34.9,2,1660009414349
68f18d8078bc8575348bf68dda033f27d5809f9df5388a29f4beef8058727fc6,Non-Logged,1,92e322c0-f6c7-411f-999e-287a9f077bd5,1657222656172,39,83179,29.96,2,1657222656172
2b2420591603d92cd0ac6d7f2c88459f8d6e3bcf2f48c7f8eaa202fd194cb8e9,Non-Logged,1,9e2e4c03-856c-4c86-aba5-e0a77d095161,1658248946082,14,41188,54.56,2,1658248946082
b21b1f69b884f7d1647774a320699ed42885c586637d17896f591625339f9707,Non-Logged,1,6b828dcd-2941-46cb-a5bf-bbcc3a9cf767,1659981062243,0,159711,72.87,2,1659981062243
79a18cea7dc0fda45dce300f55e87f3d15a50d317bad77e4145a930dd5559f22,Non-Logged,1,b3a00c3d-c429-4893-9e32-00ce7743f5b7,1658849763573,18,90000,17.61,2,1658849763573
