userId,userType,historySize,history,timestampHistory,numberOfClicksHistory,timeOnPageHistory,scrollPercentageHistory,pageVisitsCountHistory,timestampHistory_new
f37b82a96c58c24cd8834c9cb23b4cc8a2a35155185a67e0a92f5db65f0aff22,Non-Logged,23,"11cdab41-edc5-4af3-ba9a-bf53e5681263, b7f30490-0b67-4ccc-b032-1eeeb179b464, f4ac3eb5-e145-4685-b9e9-b61f3551aa58, 8f28e4d1-c4ab-4ce6-8acf-27726b061aa3, 659b86b3-39a0-42f0-ab6b-873ed5ca4ac3, d6d7696e-9bd3-4cb4-9cbd-9e58b9656bd4, 60d611ba-5bdf-41f3-b1cf-0f712879397a, fae2868f-3309-40f7-9812-40c76bc72f5f, dd3babeb-856a-43ad-8c2d-5aa6695b9173, d1b41903-d049-40f5-898e-80c2e82638bb, 5af379e6-1bd1-4cf8-a23c-03266fb77b2c, fa319820-539c-46f1-82be-9bfb4ef8ddd3, 829265f6-c85e-4474-aaf2-49f7df8c4fdc, 64dd5b2a-0963-401c-bf69-ade920ce7e28, b3984824-9eea-4ad9-ae37-b07782ecc313, 9e49825f-6567-4ede-90d5-46a1af9a127f, ae883cc3-2dce-41eb-9158-9e4b8aeeb20e, 19607b8a-342e-4b79-b471-1efad5f1c3cf, 229628a2-f8e0-43ca-bac9-f14a161f9124, b442d94e-f0c5-4fc1-9406-a4b64b595d71, d1a9cac9-aeaf-4a89-bc8b-8e5febe5e372, 698ce0ed-49f8-4a09-bee8-f3be6b6c9ebe, d2ca05a8-db42-44fa-9a4e-695d9b3a4c51","1657256319772, 1657309413416, 1657622571469, 1657794816813, 1657795053834, 1657795446728, 1657795578409, 1657795767284, 1657797946463, 1658130643180, 1658164569339, 1658212630149, 1658398548945, 1658398768196, 1659324493639, 1659324944221, 1659325101046, 1659399718019, 1659400232538, 1659465541864, 1659650795293, 1660105490955, 1660162174434","34, 25, 33, 48, 63, 40, 13, 95, 18, 25, 11, 64, 40, 103, 55, 25, 16, 103, 51, 33, 45, 21, 5","66977, 118940, 147647, 110000, 180000, 125111, 40000, 270000, 37707, 80000, 28563, 240000, 213625, 308701, 150000, 100000, 50000, 330000, 163975, 110000, 220000, 80000, 30000","63.77, 87.19, 51.23, 77.43, 89.82, 61.9, 30.34, 100.0, 39.66, 29.76, 14.55, 92.55, 32.6, 92.98, 68.26, 85.95, 70.19, 79.52, 99.37, 27.97, 50.59, 17.2, 16.83","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1","1657256319772, 1657309413416, 1657622571469, 1657794816813, 1657795053834, 1657795446728, 1657795578409, 1657795767284, 1657797946463, 1658130643180, 1658164569339, 1658212630149, 1658398548945, 1658398768196, 1659324493639, 1659324944221, 1659325101046, 1659399718019, 1659400232538, 1659465541864, 1659650795293, 1660105490955, 1660162174434"
0aadfc97e1673cff641ffe81fb1cff198b2f76e1f0da9dbf143c70538cee9b07,Non-Logged,61,"5b1cb0ce-8056-4dec-a64d-623068958061, 22406eff-6720-4c47-8707-42e5454f04e9, 761156f0-cd9c-4d2e-b685-2f486fce60a3, 919c22de-dab9-4c59-b0fd-c3f3d18fc0de, df69688c-3501-4798-bbd8-6980e5e03c00, d0b15500-c57e-4c4b-bcdf-c8d643d883b6, 0eed57b2-1281-440f-86d6-02d3603eec54, 6907abfa-5f01-4ea2-a380-16e2cd5d6ca7, a30dfbe4-47d5-45b3-93e3-24618014e1ad, 69cdf5cb-1f8c-44aa-a28e-030d8dddca89, da06dc6b-5f61-45c7-af19-51f03b4abd92, 4cdc82eb-458a-4dde-8079-49dee20284d2, 9a4bb232-f1b6-4cd1-ba6c-c4696952153b, cee20002-7c68-466a-933e-f8969dc58afc, 283a0372-4e74-4239-936a-0a6225bda7d7, 7737756d-9c31-4e57-8709-917ec7d60904, 87b7c93a-809a-4709-8e59-c56b02fec7c2, b2a21491-7576-4be0-a520-97ce9470efeb, 6ec665b4-dbef-4574-b941-043953679a1b, 0906fe9c-99b4-4fbf-b879-47674953717b, bf257382-74fb-4392-ad6a-143240e39f81, 914fe264-109c-4d4d-8f18-052785666a24, e4dbb7c9-fd80-4da8-b4f4-6d144442a2af, d6d7696e-9bd3-4cb4-9cbd-9e58b9656bd4, 5512feb7-1489-48ba-a78b-457c9defcc51, b4a5680b-d0e1-4260-bc54-82fbe328d3a0, d4ac55b3-cc99-4b47-aba2-ed60be31c170, 7fe849c0-4a55-429d-b480-11ee216909dd, 7228222b-463d-496b-b3fe-dd58c8c74f7e, be509fd3-131d-49ac-a38a-4f06601748ef, 32bfa091-2ba9-459b-9f5a-30c567bf645f, 949a81ac-5df1-4e7b-9f4e-e364b5603e68, 532dd818-19a1-46a1-b2aa-630606026a07, 3936f6c7-3f6c-4205-8cda-3178160b6cd4, 756f1fd7-703f-4ba3-ac49-a7c9bff1b1ec, 3ee8ff4c-2dae-4394-8ff6-abd22556e323, e484529f-97ce-49ec-b841-032f6a3ffd58, e3cdb277-ad80-4025-b5de-cd98cc67d23d, d973bcc5-eb9d-4c11-8017-c88828858da4, 795ee980-90bc-4fc3-bd0c-318c00046a42, 57615619-0c1d-41fb-8640-ccec5b3add58, 053f8aeb-8d1e-4ab8-8bfe-33ab5172b48e, 09092757-a6a5-49e6-b2b4-a59856c6ea81, f6b5d170-48b9-4f8e-88d4-c84b6668f3bd, bfd7eaa8-9116-4382-b00e-afc35498dbf1, 06294fd4-5d1e-498f-9a46-b0631ebcb60e, 15281e10-e6bc-48bc-9b1b-94402f83699b, b7392db6-0be9-4baa-8bf6-c7a17d4d6919, f8274d89-525f-49c4-9331-68b69b03c5a6, 788b88f5-d957-4152-8a8e-4c8656405b24, 3b94c985-903b-45db-89a2-24d3d4459509, 5b9271a4-a750-4dc8-bdf8-20653b1acfd8, 2cb3bddf-be92-4272-aaa7-c00522f64ae2, 09131b7e-f907-423c-93e0-5ef8913d8c7f, 9e49825f-6567-4ede-90d5-46a1af9a127f, e43e9799-305f-430e-bae3-477e98b3dfc0, 63d44eda-7aa9-492b-b9f2-c53117f36ad7, 564f0976-781b-44e7-96c8-7377097d0101, d2593c3d-2347-40d9-948c-b6065e8459a9, 55595bbe-ee7e-42b5-81af-cf0bcb572a72, ece7f38e-1744-4885-83d9-2ffb89e40b11","1656698228552, 1657186106471, 1657547748870, 1657627427662, 1657710636987, 1657710966649, 1657741447325, 1657743419341, 1658142071844, 1658143768093, 1658143966577, 1658163134997, 1658170166210, 1658193137239, 1658193251346, 1658268332490, 1658486459370, 1658486538483, 1658486670596, 1658705949580, 1658706226423, 1658746419914, 1658746831260, 1658747021198, 1658747182416, 1658747320927, 1658916620289, 1658916755724, 1658916929338, 1658917187295, 1658917417537, 1659130075410, 1659130371088, 1659317234985, 1659317446707, 1659354917833, 1659433688778, 1659433998544, 1659434958129, 1659567379247, 1659699261538, 1659785800738, 1659790669264, 1659790842853, 1659834622752, 1659834792424, 1659871354000, 1659871570985, 1659874947203, 1659875925539, 1659882279800, 1659890330235, 1659890513827, 1659890712706, 1660004839274, 1660032609393, 1660032791851, 1660040736961, 1660041364755, 1660063655856, 1660088492583","17, 17, 20, 43, 26, 14, 20, 31, 8, 11, 11, 2, 2, 7, 10, 1, 7, 14, 17, 14, 27, 12, 12, 16, 10, 11, 9, 15, 21, 15, 10, 15, 8, 12, 2, 13, 24, 38, 27, 26, 36, 23, 12, 14, 18, 47, 13, 18, 10, 27, 30, 18, 16, 18, 40, 9, 8, 42, 13, 4, 32","156614, 131706, 90000, 439335, 328854, 179336, 140000, 190000, 120000, 70000, 100000, 20707, 20000, 70000, 60000, 10000, 44692, 121857, 190000, 160000, 180000, 99914, 110000, 160355, 80000, 112173, 130864, 170401, 170000, 224811, 70000, 115320, 69251, 100000, 35810, 105817, 308685, 310000, 312060, 266784, 220000, 140000, 90000, 100000, 161307, 504994, 120000, 130000, 100000, 200000, 270000, 182187, 197827, 100000, 220000, 110000, 82980, 360000, 192896, 10000, 301788","48.39, 28.51, 74.54, 74.44, 88.11, 83.98, 87.12, 66.36, 72.18, 50.81, 48.25, 27.18, 26.02, 57.82, 40.86, 11.85, 29.42, 49.83, 75.93, 88.98, 80.98, 41.33, 67.13, 88.49, 77.41, 47.05, 74.36, 74.85, 89.77, 90.35, 46.79, 39.59, 51.24, 47.12, 31.36, 52.04, 74.77, 93.96, 60.97, 63.31, 56.11, 47.58, 66.79, 58.66, 70.95, 61.65, 83.49, 62.3, 92.0, 61.0, 72.43, 83.66, 89.19, 71.15, 64.17, 87.44, 59.83, 98.04, 84.28, 8.24, 65.1","1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","1656698228552, 1657186106471, 1657547748870, 1657627427662, 1657710636987, 1657710966649, 1657741447325, 1657743419341, 1658142071844, 1658143768093, 1658143966577, 1658163134997, 1658170166210, 1658193137239, 1658193251346, 1658268332490, 1658486459370, 1658486538483, 1658486670596, 1658705949580, 1658706226423, 1658746419914, 1658746831260, 1658747021198, 1658747182416, 1658747320927, 1658916620289, 1658916755724, 1658916929338, 1658917187295, 1658917417537, 1659130075410, 1659130371088, 1659317234985, 1659317446707, 1659354917833, 1659433688778, 1659433998544, 1659434958129, 1659567379247, 1659699261538, 1659785800738, 1659790669264, 1659790842853, 1659834622752, 1659834792424, 1659871354000, 1659871570985, 1659874947203, 1659875925539, 1659882279800, 1659890330235, 1659890513827, 1659890712706, 1660004839274, 1660032609393, 1660032791851, 1660040736961, 1660041364755, 1660063655856, 1660088492583"
b8c0ccf589cb541cd3bd507a9c9dc2af7a252c05a7aae0eefb19502a3bda806b,Non-Logged,7,"d704aefa-f5ae-4d56-b43e-d8f6ecd61897, fd65aed4-9804-4165-b72c-7d22335839be, 3b17a90a-30ac-4918-aefc-d458840d2202, 2dbcf594-4925-4d8f-aae5-cc02298907c2, ae4f9da8-90c3-4fd2-ad75-22502d2affb0, ef1bdd82-2992-4e4e-a298-b6cc4e9e96d0, ece7f38e-1744-4885-83d9-2ffb89e40b11","1656683353612, 1656704654646, 1657548984017, 1657751390890, 1658158531941, 1658358262528, 1658407302282","0, 0, 1, 0, 0, 0, 0","10000, 33462, 21079, 20000, 80000, 65111, 113098","7.62, 33.58, 52.21, 16.71, 51.87, 48.34, 60.71","1, 1, 1, 1, 1, 2, 1","1656683353612, 1656704654646, 1657548984017, 1657751390890, 1658158531941, 1658358262528, 1658407302282"
f148091c5ad202ae9b9c5e2cb8587bd878fe3fad093ee7c1e64f922b1b8f208e,Non-Logged,74,"fb0938f6-52bb-49a6-997f-29e0d91c5e9c, efef5cd6-fbf5-469c-bf43-8e0d30f64134, 50028008-aa11-4519-9d75-452c84dd27fb, 1f32787b-de2b-49be-8c20-ddaeae34cc22, 29b6b142-4173-4ec4-832f-7d0a32255c10, 97a9f3df-6ccb-480e-97cd-8999e39c9577, 7d10e1ef-9826-4050-ae1f-373366950442, 4969acdb-f245-47f8-9516-e917751c1219, d4303151-c778-461b-8207-2e443db4b255, f8d20c00-6149-4500-8f77-dd6ba0d1c245, a36c98b5-f159-48f8-9f5a-1fc6ea9956c8, 18651e8e-4eca-4944-870c-c7351900f053, b2a21491-7576-4be0-a520-97ce9470efeb, 358a38f8-fe69-4b27-9329-96ea52f24d94, 444db2d3-2856-4307-8a36-09b15651fb8b, 6c517284-c766-4c7e-a27f-09b4bc6ed8ab, 62c75a44-c053-4f1f-8cd7-788df09ad65b, bf257382-74fb-4392-ad6a-143240e39f81, 7594da99-d606-4338-a373-710a7dec776a, e63b8080-dd9a-429f-a171-256d2611a7b4, d6d7696e-9bd3-4cb4-9cbd-9e58b9656bd4, fcf33951-a82f-4a03-95ec-52319723ac1a, 7fcf82cf-6a19-4e1f-a054-d5356546bf31, cd3b041e-6889-41d3-a37a-9376057ba632, 7b056bf6-c232-46bd-8903-59145ff7ce46, bacab81b-4dd0-4047-8d51-a9cb03a8e18e, 746d6f36-70e0-4b16-a29a-bb9a4108b12e, 7a7f2a17-f909-47a2-ac3b-ba786c01bcfe, ceb758f5-81f4-43db-a85b-1a50f3ec3b30, 0e69fd2a-7bf7-487b-8da0-6e41a7950fd4, 37a0932b-e52e-4483-a370-a566d4c5b8f9, 100ff71c-da18-4182-9672-369324a71bb5, b7392db6-0be9-4baa-8bf6-c7a17d4d6919, 7ccdee1e-c91a-4c93-8bca-d671cab1ee1c, 5dc6321c-4aad-4c69-bb5f-b0355b43e243, 3b94c985-903b-45db-89a2-24d3d4459509, d6a061db-9ec3-4db7-913c-04b5c06c5d65, 64dd5b2a-0963-401c-bf69-ade920ce7e28, e8642618-47e1-4a15-a0e4-6b5eafec322f, 8be03387-6c44-43cc-93ad-65824af9c22a, 770529a4-fbb5-4960-bfbe-44f712c854e2, c17efe9d-9167-45bc-bd5d-7a7a7700bf30, e384ec29-136e-4241-9321-49b367b8cbd5, 3211b1db-98b2-47f1-b641-8dedfc38f654, 8279cb8e-2947-4222-a8cc-264f45853a95, 919f29bf-d153-400c-a04a-4237f5adf116, fdab1161-53cc-433f-8c1f-636130bbaba1, 9e4ba428-56c9-4739-bc18-8cf2c7517605, aec4aa4d-152c-44f3-80dc-313c00e3cd61, 4c195ca9-44d4-40b7-8f98-199f52ae6fda, 35a3eb46-f1d1-452f-aa7b-42c1382826c8, b45d3be3-1172-4a62-8b29-a7c0faba7124, 8d477e04-3bab-4ad9-8fe3-799059238a9c, 7f9ad365-71b8-4f99-a80a-678a6b3c9ccf, 630fe43e-5684-4b24-bede-7e93171b6118, 46611382-99ab-41b1-a3f7-8e0270f06f79, 30fbe075-a9fe-4f8c-a58b-3459982b7018, 19ba89fc-1e06-4c5d-9c57-4a3088dc0511, fd3cef8e-7a96-4c4e-a76f-983b7de8931f, 61e07f64-cddf-46f2-b50c-ea0a39c22050, 4c63d7cd-4902-4ffb-9b94-578b1b2151f0, ff26f5dd-71d1-4364-940b-8647e048a209, d1b1b97c-0357-41b7-b4fa-f910a558a608, 5a867ffb-7227-416d-a286-f73c9ee6a4af, 120a7b88-a7a8-42c9-85a2-7c25c5477384, 6760953a-6c40-461c-87ef-45639ea4909a, 855d20b7-53f2-4678-a10f-55402d085018, 2ab5ed43-ddc1-4859-88b6-844bd5355a95, c2d694c1-f651-4489-829b-e8d1b5830e7c, 1a3641be-fa6a-4d72-a5eb-9069686a88ee, 07b5ae90-4161-4463-945e-41a48fdced21, fa65c031-aa6b-4447-80d6-943d2138885b, 0dd9af9f-bcb0-43d8-9d88-b5d4cbc1514f, 255e1677-8abb-47d5-9480-915bc1fce36c","1656707127009, 1656759845824, 1656779570022, 1656779575293, 1656865478806, 1656865507513, 1656901932390, 1656935766187, 1657067884695, 1657115787084, 1657149506072, 1657150039431, 1657241383663, 1657289402844, 1657289418802, 1657367760944, 1657379953448, 1657385436993, 1657544557691, 1657544591701, 1657544598157, 1657548815663, 1657571310025, 1657667055305, 1657667086950, 1657667825999, 1657669239017, 1657720809192, 1657734946681, 1657746634115, 1657823586009, 1657891015505, 1657980972818, 1657987406766, 1657998216438, 1658093551830, 1658105348422, 1658110268918, 1658110599066, 1658157967991, 1658184676980, 1658187475040, 1658258898359, 1658269042834, 1658313515076, 1658454993807, 1658455555600, 1658707411617, 1659280794488, 1659293439879, 1659319952532, 1659357267162, 1659369823169, 1659405134929, 1659622035922, 1659662697937, 1659697796317, 1659697813232, 1659716251190, 1659716302630, 1659731960891, 1659733330449, 1659793652032, 1659898024625, 1659919791929, 1659925787379, 1659926589658, 1659927000643, 1660166832692, 1660246235547, 1660246435440, 1660247994352, 1660352989507, 1660474676367","226, 8, 24, 20, 15, 16, 2, 24, 25, 23, 30, 28, 29, 81, 38, 7, 0, 46, 14, 93, 33, 182, 30, 37, 14, 0, 0, 0, 2, 38, 50, 29, 58, 44, 0, 23, 7, 17, 39, 39, 50, 26, 10, 23, 38, 22, 64, 69, 30, 22, 2, 32, 85, 34, 24, 20, 31, 17, 30, 7, 7, 39, 8, 26, 25, 35, 13, 17, 12, 38, 24, 24, 59, 9","90000, 20000, 20179, 60000, 47151, 74835, 10000, 52506, 110908, 26167, 35479, 68902, 40000, 147198, 76887, 30000, 10000, 100579, 70000, 260000, 100000, 380000, 40000, 104277, 40000, 11042, 10000, 100000, 20000, 89326, 110000, 122285, 128737, 57681, 13302, 59528, 40000, 60000, 110000, 60510, 174674, 52481, 30000, 53212, 151287, 85200, 170000, 190000, 80505, 110000, 10000, 100000, 140000, 120000, 40000, 33837, 85644, 52570, 31968, 20552, 50000, 133351, 34720, 83677, 42145, 100000, 60000, 60000, 60000, 173213, 42738, 47991, 156010, 30000","13.12, 27.6, 56.79, 33.18, 37.67, 41.51, 9.28, 52.08, 56.6, 46.82, 31.02, 52.4, 23.68, 47.74, 55.76, 38.45, 25.22, 59.0, 17.21, 60.82, 17.56, 43.69, 57.91, 56.61, 51.95, 9.57, 8.48, 8.8, 15.51, 53.34, 54.28, 47.14, 58.82, 39.82, 8.38, 42.51, 14.3, 16.51, 14.9, 42.9, 52.91, 51.01, 27.63, 61.93, 48.13, 48.94, 57.06, 13.83, 35.63, 47.84, 9.07, 44.97, 47.37, 53.61, 56.06, 40.44, 58.33, 44.88, 42.69, 28.74, 36.36, 52.0, 37.96, 53.6, 54.53, 17.01, 14.74, 17.53, 33.86, 59.9, 60.33, 63.11, 64.89, 32.37","2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","1656707127009, 1656759845824, 1656779570022, 1656779575293, 1656865478806, 1656865507513, 1656901932390, 1656935766187, 1657067884695, 1657115787084, 1657149506072, 1657150039431, 1657241383663, 1657289402844, 1657289418802, 1657367760944, 1657379953448, 1657385436993, 1657544557691, 1657544591701, 1657544598157, 1657548815663, 1657571310025, 1657667055305, 1657667086950, 1657667825999, 1657669239017, 1657720809192, 1657734946681, 1657746634115, 1657823586009, 1657891015505, 1657980972818, 1657987406766, 1657998216438, 1658093551830, 1658105348422, 1658110268918, 1658110599066, 1658157967991, 1658184676980, 1658187475040, 1658258898359, 1658269042834, 1658313515076, 1658454993807, 1658455555600, 1658707411617, 1659280794488, 1659293439879, 1659319952532, 1659357267162, 1659369823169, 1659405134929, 1659622035922, 1659662697937, 1659697796317, 1659697813232, 1659716251190, 1659716302630, 1659731960891, 1659733330449, 1659793652032, 1659898024625, 1659919791929, 1659925787379, 1659926589658, 1659927000643, 1660166832692, 1660246235547, 1660246435440, 1660247994352, 1660352989507, 1660474676367"
bca67e8aee4e9cdc9a58188b34046ac6e7c21902f9c80bb8afab78b27375eb59,Non-Logged,5,"dbd2bb7f-2fd8-47dc-85b8-4481731a3f46, 75fe140c-e6b0-4516-afb6-05f194af7bae, b0010327-fc4d-435c-9b86-c6b888c79a95, 855d20b7-53f2-4678-a10f-55402d085018, d1e6c2b8-eaa6-453a-9af1-530140031d1b","1656929514311, 1656932389851, 1657793425967, 1657807274083, 1660409448838","3, 0, 0, 0, 0","26700, 250000, 230369, 47056, 350000","6.82, 69.36, 58.02, 26.76, 47.27","3, 1, 1, 1, 1","1656929514311, 1656932389851, 1657793425967, 1657807274083, 1660409448838"
3b2abb61a6b8295e90b8390601ea247b9514f4b4549b2063f252f0e4072116ec,Non-Logged,4,"cc6dc1ca-0338-419c-af46-fa1af831878a, d1469cc9-6624-4865-8975-8705f973db65, d17d4c8a-78a3-4a3a-83ce-21d2c0fa4964, 0400941c-d4fc-42ad-ae37-6ab70dd2d847","1657684212891, 1658510834046, 1659063745465, 1659244182156","2, 5, 4, 0","66423, 395114, 55032, 30787","63.2, 29.55, 48.45, 22.84","3, 6, 1, 1","1657684212891, 1658510834046, 1659063745465, 1659244182156"
de078e5588d4fd5df34b282a92455cd5b58bbbf7286f9c593f0d47131a494667,Logged,11,"1f2b9c2f-a2d2-4192-b009-09065da8ec23, 68bcd037-cf0e-4a5f-899b-79d97ce2827a, 2a9226ae-a3a7-40b5-b800-ebabe6229a29, b7f30490-0b67-4ccc-b032-1eeeb179b464, 483b8af1-fba7-476a-ba97-0106ff90d667, 29b6b142-4173-4ec4-832f-7d0a32255c10, 595ecb90-07d1-4256-a4cd-0e3814ff7926, bd3bd655-50c4-4a75-83ef-ea5adf75aa01, ec331d52-ec8c-4d46-b490-9727a77ff6bc, 5512feb7-1489-48ba-a78b-457c9defcc51, c9b7e5bd-a71f-4eab-aba5-3594cab4e890","1657246544616, 1659442831911, 1659442963066, 1659504140225, 1659557099877, 1660207623631, 1660208365641, 1660208464840, 1660208649123, 1660331645576, 1660332305866","0, 40, 29, 1, 3, 9, 1, 4, 4, 6, 0","40000, 64728, 82460, 20000, 100000, 330000, 98077, 70000, 160000, 254468, 94778","38.03, 55.54, 82.29, 13.97, 13.64, 82.56, 75.43, 85.98, 49.5, 93.21, 99.52","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","1657246544616, 1659442831911, 1659442963066, 1659504140225, 1659557099877, 1660207623631, 1660208365641, 1660208464840, 1660208649123, 1660331645576, 1660332305866"
e6190450bdd812096303bbf12f071b5993777a4c029a28bb6b74afe60dc7b3b6,Logged,13,"9930d7f3-9989-417f-be97-243600b443d4, 3fc8770c-f408-441b-9c95-f2b51ca119fa, 1c90abb4-a7d3-4230-b9a6-4bdac6e1e04a, 1c730c10-31f1-4927-8e35-f2bd5bd102bc, 35876018-8b62-4ae3-a274-8f0892ccea5b, 8d8ea27b-1fbe-4914-ac43-54e61adfb48c, 99653d2c-79d8-4510-9cdf-39602aa6a617, 785c4072-7afe-456f-b255-f304d28caad5, 124b4869-0168-429a-87fa-331d31305076, 110162f3-8c47-4be4-b6db-4355dec5f061, 7ddc7d8d-539c-4063-a13f-eadbadd7cab7, 0707a16c-cae8-4ecc-901e-86d4a126c42d, c6805e7b-9efe-4c38-8f89-9974361263f2","1657548629902, 1658424553112, 1659007648248, 1659801784872, 1659801956139, 1659803802306, 1659803955840, 1659804201218, 1659804273935, 1659804559404, 1659805244199, 1659805604546, 1659805665191","0, 1, 1, 0, 1, 0, 3, 3, 0, 1, 0, 2, 3","102009, 10000, 52787, 10000, 40000, 74850, 40000, 50000, 22305, 45237, 12461, 30000, 10000","83.25, 20.42, 69.82, 45.31, 56.14, 82.15, 13.25, 28.68, 72.24, 39.31, 46.73, 33.04, 24.43","1, 1, 1, 1, 1, 2, 1, 3, 1, 2, 2, 1, 1","1657548629902, 1658424553112, 1659007648248, 1659801784872, 1659801956139, 1659803802306, 1659803955840, 1659804201218, 1659804273935, 1659804559404, 1659805244199, 1659805604546, 1659805665191"
52f898197a080ffe1a9501fe5fd92aeafd44c001418f6f6ddd4b5dbe7ccbecd1,Non-Logged,5,"3dccda15-491a-4955-996e-61a6316b8f77, 7aedf0d2-b4cc-4f1f-94e4-dd455009f9fa, bc111ee4-c12f-48dc-8423-16f56059e620, 3743bfd2-1ce4-4856-822c-1e544be87b23, 6be91d21-adba-4e13-b86f-79b37c6482b9","1656705544258, 1656949352213, 1656974637685, 1657037201839, 1657072815360","0, 0, 1, 0, 0","10000, 70000, 50682, 10000, 23944","21.73, 18.98, 37.09, 12.8, 55.47","1, 1, 2, 1, 1","1656705544258, 1656949352213, 1656974637685, 1657037201839, 1657072815360"
25162a02a08ada385de8e7e0f7fa1b7079cbc94b8d3a9ddeabdad1ddd7fe2d4f,Non-Logged,5,"1e1b341d-0ced-4d4f-9b0a-a4f94e5a2bf3, c80eb2cb-4c76-4004-b631-8f8f1a0efda6, b555861e-c885-446c-9b04-63b1eee7f2a7, 7c30f289-36da-4ca7-8a91-f96f59354cb4, dc1bc252-22f5-4e0b-9eca-db0df94ea592","1656701467591, 1657116733009, 1660058607031, 1660074454505, 1660160177376","0, 0, 1, 0, 9","80100, 117634, 27141, 66300, 241229","48.98, 97.88, 48.49, 85.06, 85.65","2, 1, 1, 1, 1","1656701467591, 1657116733009, 1660058607031, 1660074454505, 1660160177376"
