userId,userType,historySize,history,timestampHistory,numberOfClicksHistory,timeOnPageHistory,scrollPercentageHistory,pageVisitsCountHistory,timestampHistory_new
5c6328d4f227f2a8885f029d621d8b7e87c88e3651176a06ed679bc73db9b3a4,Non-Logged,2,"917cb62e-c63a-4b8f-a75d-f949d7bf6913, 1a3641be-fa6a-4d72-a5eb-9069686a88ee","1656875688996, 1657817959981","5, 0","38915, 20000","37.35, 8.18","1, 2","1656875688996, 1657817959981"
c718aa8ac3743d20a864e54b4ba36aac7230da847f990ca56b73a9400ecdd888,Non-Logged,2,"c8835c49-ff21-45d5-a0f8-32defa995005, dae70662-fd4a-4d00-bb09-0900d00c4f9b","1656872878186, 1656872910033","2, 2","33809, 30984","40.74, 51.61","1, 2","1656872878186, 1656872910033"
4a50e68abdc7a6951c3ddf77b93366c64d633dc951bfcd14b0082ca3bcbfe19a,Non-Logged,2,"2a9226ae-a3a7-40b5-b800-ebabe6229a29, 70f114fb-ede3-43ad-aae9-de4e9dfe91f7","1658105301249, 1660077039141","35, 28","61237, 140000","66.95, 29.32","1, 2","1658105301249, 1660077039141"
fc8185ebd0ab327452cc1f03ccede11e7cc07eb6d55588bb6b20444d4a1c17d1,Non-Logged,2,"335b0a8a-3908-478a-9c89-d6c2c4e278a0, 80d111eb-db8a-4ac1-aaea-75f127acb07b","1657673826538, 1657673930099","17, 40","48488, 50000","33.34, 41.65","1, 2","1657673826538, 1657673930099"
e06fb802cb84c9b518495b5dbcd2a9275c9d34f6e79546086390f21f093ad381,Non-Logged,2,"a2200d09-93d3-406a-93f0-b29d93b9cb0d, f93d77ec-2f26-40b6-8838-4e5691015604","1657492569211, 1658856961466","5, 73","14986, 171913","35.99, 22.72","1, 2","1657492569211, 1658856961466"
f72c75539c94ecbc2cbed8c8f65bcee75e37d68973f4344baeedc40ff0dca54a,Logged,1,bb2b27ce-1d31-488f-b234-cffd0e7fcfa1,1657036535886,26,104022,27.4,2,1657036535886
a2b8c5829f4b30e9bcdba000c0951dc295f53190abf526aee02fb9867c4eb4f0,Non-Logged,1,1a7d1ee4-80f6-4675-a8ce-deeadee2c036,1657660696713,1,86676,23.95,2,1657660696713
e40eb05237f41e4a72eae6397e641860ac81622e649e3c101b0285fc339cbca7,Logged,1,32402b53-a017-407e-b0dd-2b5413aa90dc,1659548802698,0,52232,12.5,2,1659548802698
3ffc4b360751047a1d2b52e6d0c05ef3fe1896a8eafc80681c930849e8b67050,Non-Logged,1,20e169dc-406b-4ee9-92a1-3e008dd192c1,1657298027280,32,52156,57.01,2,1657298027280
fc35a53c4a6aa09e341de473755a8610defb382f40a64e205cb4ec1f174b4d90,Non-Logged,1,6f416b36-b8b7-409f-b139-9e43d1141df6,1658767649781,17,99301,25.68,2,1658767649781
d93f15294c3ca17a642e8c03790221fe84220fc0cef0e5ce12fe5155b275ed98,Non-Logged,1,5db25cd8-32e2-4502-9208-b62d0e13b015,1659716000435,363,140000,14.77,2,1659716000435
2e74c89a3c85c127642fd02cf8770892b35025baba00697323ad3553ccf73166,Non-Logged,1,a2200d09-93d3-406a-93f0-b29d93b9cb0d,1659630730252,27,120000,3.08,2,1659630730252
0ba3098951cbb8b874ada9f66cd17da5bd014ab64ae37ba8156c3c61004f0f19,Non-Logged,1,0a6b91ab-1917-4fa6-9035-40f71a87b5e0,1657594254781,16,50000,75.56,2,1657594254781
7dffb9e1883a0207429ad7007c762692bf668f2b2af267334d4b7e006d1f613b,Non-Logged,1,a0b66a18-8dd0-4a79-824f-47f36aa42ae1,1656702448157,5,109750,21.86,2,1656702448157
9c81801250ba58ece799e7c961e0970022aee5e64c480fa3b20a4aa37d2f6363,Non-Logged,1,a336a91e-d1c0-4098-8d39-3ac8345742a8,1658759565034,4,60000,31.0,2,1658759565034
13be8b09698f5dcad59f36984ef30225afdd59bd6ff16a3673481757d83d41d0,Non-Logged,1,7357ffcb-8859-44f2-a0ac-be1271216da9,1659980695823,0,18402,9.24,2,1659980695823
