userId,userType,historySize,history,timestampHistory,numberOfClicksHistory,timeOnPageHistory,scrollPercentageHistory,pageVisitsCountHistory,timestampHistory_new
d8abc570056ab123896f8206bc4d54ca3e36afe13ae2974861258bcf471c500c,Logged,2,"0c8b6cd6-553d-44a3-a8ab-59faa474d514, 14518b0c-2b7c-4fec-a503-8fe802c11878","1657912417604, 1660064900823","0, 0","10000, 20517","9.49, 14.95","1, 1","1657912417604, 1660064900823"
683221d714fb5dbff3e7e3ff233be9fb8d148392c72707651f531519fc09f41e,Non-Logged,2,"2b297b00-5676-429c-9b00-522d4be9be44, 2dede7a4-705c-4cbb-beb7-843aace6bbcc","1659648235583, 1659915064356","0, 0","10000, 30000","20.01, 38.24","1, 1","1659648235583, 1659915064356"
72063fc73ec0e84302c8a699c470d115b8f44f7fe8d71374c1bf5960c4ad9325,Non-Logged,2,"4532b7db-95dd-48ec-ba37-73c879a5a6fd, 2a7d4547-7413-47b1-af81-5ddc4077b24e","1658429543580, 1658429697382","0, 0","10000, 20000","47.0, 32.75","1, 1","1658429543580, 1658429697382"
b4bc6df3a7783259bbfb105fd2a519646b8eea03e71bda59fc454db0cd9380c1,Non-Logged,2,"d2593c3d-2347-40d9-948c-b6065e8459a9, 6eee0950-8865-4015-b597-b79a98f31add","1656810161866, 1657571771757","7, 5","20000, 20000","3.1, 9.35","1, 1","1656810161866, 1657571771757"
84aab492ef6828fc60fc731cdfeae899708020abc43ae0f33dc2f9b46ddaf0d6,Non-Logged,2,"7594da99-d606-4338-a373-710a7dec776a, 39896599-2e16-4091-8559-7d5cad728166","1657945377999, 1659666122978","11, 7","70442, 82463","51.37, 49.92","1, 1","1657945377999, 1659666122978"
249efccc0a21648833459db0448c6091b89eff1a7e9cf700cb3663e1f9ce82b5,Non-Logged,2,"fae0302b-7f11-4217-a611-59dd4b8a5964, 5bf53d28-16bc-4945-a328-96f96c02da25","1658272937763, 1659034513885","13, 3","370000, 360000","57.79, 81.8","1, 1","1658272937763, 1659034513885"
b1ba0b4d5455e6dd52b9b118028a8af23eaeaf5af0857064db92ba78e97732da,Non-Logged,2,"c1208640-0548-457e-876c-4698ff9bd5b4, d2593c3d-2347-40d9-948c-b6065e8459a9","1657557456948, 1658252887132","11, 6","57134, 10261","51.93, 10.37","1, 1","1657557456948, 1658252887132"
1826e1230b7359ac5e3734e20d65e3eed07976588d3640c1d9ab242201c4ba5b,Logged,2,"b75db431-c475-4eea-8c8b-50b351e42b3a, 0e890bec-5e6f-4bd6-a16e-a5cc18f17485","1658814362617, 1658814517596","1, 1","80094, 113669","46.75, 86.5","1, 1","1658814362617, 1658814517596"
8cd88b86535d5de457d415c9d9fd23956038be7bdfae465b511007a82ef2bf6e,Non-Logged,2,"f8947a64-5162-4d27-a323-7ea743d2f4a4, ca88eeab-4c51-43aa-9b3e-f19b6bb743a7","1657649552190, 1660314165429","0, 1","30095, 44034","59.4, 48.22","1, 1","1657649552190, 1660314165429"
3a2f47ee698281dbd7462d10775f219c247f1bb0fb9d5d250d357cf1729520f1,Non-Logged,2,"8d8d670e-fe59-4e70-9345-10a6c0aaf4e3, 8cc81c18-39ff-4f67-a5d2-828cf2b561d1","1657544426012, 1657546162808","0, 0","20000, 82117","30.51, 84.49","1, 1","1657544426012, 1657546162808"
d8d82ff4e6454207fe76861a3fc57e3a7f72c01c7a7a6f5fb480154a5aaaa05f,Non-Logged,2,"13bf4878-a121-4f2e-b779-cf390135bb1c, 62208aac-c216-4830-a514-559228b20c36","1658302782033, 1658302846744","1, 0","63799, 72066","30.18, 68.76","1, 1","1658302782033, 1658302846744"
393ccad0b11b6ec2cdae28f6b6018129e06d08b128094e0b9e3dd531cba539e6,Logged,2,"a6e7224d-da3e-468f-bc51-26331659e06a, 3b2f23c5-0f85-4fe5-a187-f087cfcfbdbb","1657112135146, 1658942820471","0, 1","96513, 83908","41.59, 37.72","1, 1","1657112135146, 1658942820471"
0ea48b65f004806a6dd17900507cdddea276f2c509d2520aa3e08087a04521fd,Non-Logged,2,"974dbdf6-657b-41ac-97e6-7f9d1e9ad084, 81a4f101-87e2-4782-b155-bf045e373ab7","1660238214884, 1660238226183","2, 2","17975, 27123","5.78, 6.28","1, 1","1660238214884, 1660238226183"
f127d55b09e0ca956797e13073f4d398106e6e9feaef688179555f7c0101cf3e,Non-Logged,2,"ff485915-a7eb-4cae-bc64-6d7234dc918b, e17c94fc-488c-4524-883b-ed841d36e7c9","1660260861885, 1660415176345","2, 0","23644, 7298","56.66, 28.19","1, 1","1660260861885, 1660415176345"
e77a2174171ab00c768a7774d3d9d8ac4d0e7ee3d65ac34dd2f014f1858fca99,Non-Logged,2,"585aca70-c7aa-41e9-8e63-4f4755b87826, 90a49646-facb-43d5-8c96-66656da2b13a","1657647765058, 1658347305883","0, 0","40000, 28197","45.66, 41.71","1, 1","1657647765058, 1658347305883"
48377d88f64aa479fd027b1bfab6431aa27c5d1a53cf37f366d0d36b45978bf2,Non-Logged,2,"5db25cd8-32e2-4502-9208-b62d0e13b015, be696673-5f83-4400-ab93-f56f451e9e19","1659632932496, 1659739226222","14, 62","40000, 180000","28.87, 83.08","1, 1","1659632932496, 1659739226222"
98642e14deb623b0469642be9c725042d57d8c3fd79d78edc4f5d9b90b19dbd4,Non-Logged,2,"bc625312-eb34-4f23-a281-499f1da183b4, 822a21ca-9f94-4f9e-8e2a-3a5bcc7f511d","1657601712226, 1658753867011","7, 0","10000, 10000","41.43, 8.76","1, 1","1657601712226, 1658753867011"
942970d43f77ddab6d46fdb03c3fa77742bc51cd8eb550e88a25fd2d1877f164,Non-Logged,2,"09d6cf21-94f7-4046-badd-a46d9d2a654f, 36d575bd-da1e-42cc-9bf7-c23d93920a7d","1656959278510, 1657637908801","0, 0","42628, 20000","65.89, 16.25","1, 1","1656959278510, 1657637908801"
4525433fc835a41afad04a725fdb866aaa5ae56cb97446a219af53ba195918f2,Non-Logged,2,"e221f2de-cb0e-4362-8c58-aa083bf3f2ce, 83f57755-e176-4a6b-856c-d844e79a065a","1658406608348, 1659657828106","2, 1","73782, 200000","61.74, 78.92","1, 1","1658406608348, 1659657828106"
dfcdb2e3c222ee8ba9abeb11166a75e76a35d2b203f0e7671dd549d4efa200c7,Non-Logged,2,"3280f0a2-92af-4a96-92ff-fa44e1b185ad, c9c4a68e-be02-422a-85c4-2e414aa8ca22","1658724281155, 1658724597850","27, 7","100000, 30000","31.33, 40.98","1, 1","1658724281155, 1658724597850"
6eb0e7c982dfe5be724f108fc626d39c28335a55f854418a45f0bc182c7fa7e7,Non-Logged,2,"8a8d9bd2-4a5e-4b9b-a440-6a452fcb1f64, 24a10eeb-d430-40b8-8d55-0bb0dea0d362","1658683753508, 1659529956410","0, 0","28728, 10000","25.54, 8.84","1, 1","1658683753508, 1659529956410"
