userId,userType,historySize,history,timestampHistory,numberOfClicksHistory,timeOnPageHistory,scrollPercentageHistory,pageVisitsCountHistory,timestampHistory_new
26777506560f2a2563d716d2a366dce15fc66cea243e847cb4a45fc745c37d46,Non-Logged,2,"3cb4bb44-e38a-41a1-b46e-0d55ceec627c, 17ddfbb9-0f74-4d7b-b5da-9e279c593a52","1658846506136, 1660325117598","0, 0","99600, 40000","73.33, 32.91","1, 1","1658846506136, 1660325117598"
391e832f801d1ebcb505216d990b47675ba4c8cd6082bda4d1725f1a78b5787b,Non-Logged,2,"836d1a8c-ab50-4c67-93e9-18eca927e031, bfefef66-2e41-4fc7-abc2-1c7e5c567337","1657025106890, 1657025248093","4, 0","60000, 7642","45.22, 11.01","1, 1","1657025106890, 1657025248093"
c1ed027dc549e3dd38e7d09bd8ec702c12a66d6a83ee16b3b579e847b80feb41,Logged,2,"ccdab8a8-a852-4ecb-b774-9cbd66f36de5, 9fcc3035-ace3-4611-a6db-61359404fa16","1659150402378, 1659150432462","6, 23","10200, 30000","57.09, 56.67","1, 1","1659150402378, 1659150432462"
bd6c7d0231c1ad7c5b77a4ae732f2ead203590a138d6f488ceb4727ebc729166,Non-Logged,2,"bfc47d0e-8e8c-496b-bd2f-fdee4698dcce, e71a1ab1-5439-43e1-8f62-0b4fe648b0f4","1657824504782, 1658244393554","0, 2","10000, 70000","9.26, 37.14","1, 1","1657824504782, 1658244393554"
9caf2fa5d92e32c9782914bed2158d4b80dd1a9a972c58e5d7ca302cbb3343fb,Non-Logged,2,"871fdc9c-ed0b-4dcc-beb9-01918dd12e02, 665b298f-9ec2-4591-b90c-8707924b955b","1658869225742, 1658869228964","0, 0","6671, 41054","11.22, 53.47","1, 1","1658869225742, 1658869228964"
20bb2cdc0f20bd7c5be916d4f7288332072eb6ffb7b82290d19a8866be6a14ed,Non-Logged,2,"5fa0c5a1-0566-4193-98e4-6a9e5918da62, ff1b284d-b926-4818-b332-7e1feca635b2","1656770129698, 1658083881853","0, 0","44755, 80000","16.29, 32.56","1, 1","1656770129698, 1658083881853"
d729049e60576114bea52ce6e277adde485b0eda722df1e478fef3ed963ea8b4,Non-Logged,2,"b314bdb3-b712-4db4-b0f2-12752369e731, d2593c3d-2347-40d9-948c-b6065e8459a9","1657559375518, 1659376433658","1, 0","120000, 20004","55.5, 27.87","1, 1","1657559375518, 1659376433658"
a4d2dac4069a2c0050189786364397c700c0b2c14bbd5c90e3789267a096e195,Non-Logged,2,"5a7afb29-5451-4ef0-93d4-f602ad4958c3, ab69829b-6d54-4574-b207-948272add4ab","1659397120738, 1659397471270","1, 1","140000, 180000","54.17, 54.96","1, 1","1659397120738, 1659397471270"
b0d8065cb790e58560d855ffdace07a0626075bf2c74a0b2a960c2ed2bfe7377,Non-Logged,2,"0e87e187-f1fc-4e7b-a021-5766b1d38ebf, 13cb50df-ef6e-40f9-bb6b-6662a3a4178b","1659395781505, 1659513969581","27, 23","145927, 123750","39.62, 54.67","1, 1","1659395781505, 1659513969581"
fed02cc27309058a0e9a45890779a1b68e964fbd5b4f1007f4aeff18c1b098b3,Non-Logged,2,"fb3fbb71-78aa-4c4f-bfcb-9cdb5307cde9, aaf7e91d-16c1-4548-b317-a5bc8a1a39f8","1659666766997, 1659977173682","1, 6","10000, 10000","10.47, 20.62","1, 1","1659666766997, 1659977173682"
26795fd48d1145272a2cca4c6c66362f42f528fd77afee3b1c765822d7715492,Non-Logged,2,"51547baa-2b2d-40f0-899b-cc596df65f2e, 4e2281de-bab1-4f06-b3e9-8263d0ab2b0b","1659029975613, 1659030203575","21, 21","54335, 69835","68.64, 27.75","1, 1","1659029975613, 1659030203575"
3bc39b5dbdb053ceb3dc52d27be858b218f1a452104281f09f6f1325ca83ac12,Non-Logged,2,"109adb08-8ff3-408b-b828-e16b51788202, 3ebe5850-8e08-4306-a151-b7bf39ea5305","1659708671963, 1660518614519","10, 23","39476, 30417","31.01, 34.77","1, 1","1659708671963, 1660518614519"
646392e09b41cc48c3824064d98fac82b7fc8c0e13e345824a2049cc2bac03e3,Non-Logged,2,"0cb3c3ed-f437-49f8-bf26-79ab95906bfc, 2eefa991-f16d-4b30-896e-eee5f97e0e72","1658616606349, 1658616922562","0, 0","21277, 18149","38.98, 65.83","1, 1","1658616606349, 1658616922562"
7bb0fb92d9733640c72536f13880b6ee40bd515556c64110653a3ff5064cae3d,Non-Logged,2,"2b100c6d-ea0b-4ad2-b9c0-813490170d55, 292f52e8-880e-4e1e-bae0-223c36657a06","1660074053056, 1660074079207","3, 5","10087, 30000","13.42, 28.53","1, 1","1660074053056, 1660074079207"
245cd4094a1496cf9a20c042610fefd8cd30eb8bd5921ab6ef088b07ea6a359f,Non-Logged,2,"622257d1-10ec-4a87-9a99-68fc44b9a31f, d90097a2-fbcf-4b55-a73a-4fd9b6dfa923","1657286783059, 1657627395662","0, 2","54166, 54457","48.25, 58.29","1, 1","1657286783059, 1657627395662"
3ddab1869d14cf9102aa6fd262f57aa32a7f83b1e28033caab8ce3312134ce95,Logged,2,"427fe29e-7beb-48b5-86b7-c4817a1d838d, ef363aed-7365-411c-adcc-fb6a71e1aabc","1657837324937, 1659730699200","1, 1","189007, 65790","47.4, 16.31","1, 1","1657837324937, 1659730699200"
3b55db2be62277ac5096cddb5a4749e13236ab6d50e3021270a64aafd393eef1,Non-Logged,2,"19e7fffe-8382-42b9-83df-b724e9c7e1cc, 1c73ca6f-a3fe-415c-9f85-db6ff76a364f","1656701155217, 1656701461195","2, 0","234062, 10000","57.58, 7.61","1, 1","1656701155217, 1656701461195"
